"","Date","DailyAverageDryBulbTemperature","DailyAverageStationPressure","DailyCoolingDegreeDays","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPrecipitation","Title","Other","Genre"
"511","2020-07-15","92",29.35,"27","0","105",79,"0","Supermarket Sweep: "," 1: Episode 1391","Competition"
"512","2020-07-15","92",29.35,"27","0","105",79,"0","The Great British Baking Show: The Beginnings: "," 1: Biscuits","Competition"
"513","2020-07-15","92",29.35,"27","0","105",79,"0","The Great British Baking Show: The Beginnings: "," 1: Sweet Dough","Competition"
"514","2020-07-15","92",29.35,"27","0","105",79,"0","Lemony Snicket's A "," of Unfortunate Events","Action/Adventure"
"515","2020-07-15","92",29.35,"27","0","105",79,"0","The Great British Baking Show: "," 6: Danish Week","Competition"
"516","2020-07-15","92",29.35,"27","0","105",79,"0","Crashing: "," 1: Episode 6","Comedy"
"517","2020-07-15","92",29.35,"27","0","105",79,"0","Crashing: "," 1: Episode 5","Comedy"
"518","2020-07-15","92",29.35,"27","0","105",79,"0","Crashing: "," 1: Episode 4","Comedy"
"519","2020-07-15","92",29.35,"27","0","105",79,"0","Crashing: "," 1: Episode 3","Comedy"
"520","2020-07-15","92",29.35,"27","0","105",79,"0","The Great British Baking Show: "," 6: Vegan Week","Competition"
"521","2020-07-15","92",29.35,"27","0","105",79,"0","The Great British Baking Show: "," 6: Pastry Week","Competition"
"522","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1432","Competition"
"523","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1424","Competition"
"524","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1423","Competition"
"525","2020-07-16","92",29.41,"27","0","104",80,"0","The Great British Baking Show: "," 6: Patisserie Week","Competition"
"526","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1418","Competition"
"527","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1417","Competition"
"528","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1404","Competition"
"529","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1397","Competition"
"530","2020-07-16","92",29.41,"27","0","104",80,"0","Supermarket Sweep: "," 1: Episode 1392","Competition"
"531","2020-07-18","90",29.41,"25","0","100",79,"0.03","The Great British Baking Show: "," 6: FINAL","Competition"
"532","2020-07-18","90",29.41,"25","0","100",79,"0.03","Clash of the Titans",NA,"Drama"
"533","2020-07-20","89",29.33,"24","0","103",75,"0","The Old Guard",NA,"Action/Adventure"
"534","2020-07-20","89",29.33,"24","0","103",75,"0","John Leguizamo's Latin History for Morons",NA,"Comedy"
"535","2020-07-20","89",29.33,"24","0","103",75,"0","A Thousand Words",NA,"Comedy"
"536","2020-07-20","89",29.33,"24","0","103",75,"0","Nacho Libre",NA,"Comedy"
"537","2020-07-20","89",29.33,"24","0","103",75,"0","JU-ON: Origins: "," 1: Episode 1","Horror"
"538","2020-07-20","89",29.33,"24","0","103",75,"0","The Karate Kid",NA,"Drama"
"539","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: Puerto Rico","Documentaries"
"540","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: Lima","Documentaries"
"541","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: Sardinia","Documentaries"
"542","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: Costa Rica","Documentaries"
"543","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: France","Documentaries"
"544","2020-07-21","90",29.31,"25","0","102",78,"0","Down to Earth with Zac Efron: "," 1: Iceland","Documentaries"
"545","2020-07-22","92",29.34,"27","0","103",80,"0","In the Dark: "," 1: The Graduate","Crime"
"546","2020-07-22","92",29.34,"27","0","103",80,"0","In the Dark: "," 1: The Big Break","Crime"
"547","2020-07-22","92",29.34,"27","0","103",80,"0","In the Dark: "," 1: Mommy Issues","Crime"
"548","2020-07-22","92",29.34,"27","0","103",80,"0","In the Dark: "," 1: Pilot","Crime"
"549","2020-07-23","91",29.34,"26","0","103",79,"0","In the Dark: "," 1: The One That Got Away","Crime"
"550","2020-07-23","91",29.34,"26","0","103",79,"0","In the Dark: "," 1: Tyson","Crime"
"551","2020-07-23","91",29.34,"26","0","103",79,"0","The Great British Baking Show: "," 5: Cake Week","Competition"
"552","2020-07-23","91",29.34,"26","0","103",79,"0","In the Dark: "," 1: The Feels","Crime"
"553","2020-07-24","91",29.31,"26","0","104",77,"0","In the Dark: "," 1: Bait and Switch","Crime"
"554","2020-07-24","91",29.31,"26","0","104",77,"0","In the Dark: "," 1: Deal or No Deal","Crime"
"555","2020-07-24","91",29.31,"26","0","104",77,"0","In the Dark: "," 1: Jessica Rabbit","Crime"
"556","2020-07-24","91",29.31,"26","0","104",77,"0","The Great British Baking Show: "," 5: Bread Week","Competition"
"557","2020-07-24","91",29.31,"26","0","104",77,"0","The Great British Baking Show: "," 5: Biscuit Week","Competition"
"558","2020-07-25","85",29.24,"20","0","94",75,"T","The Great British Baking Show: "," 5: Pastry Week","Competition"
"559","2020-07-25","85",29.24,"20","0","94",75,"T","The Great British Baking Show: "," 5: Pudding Week","Competition"
"560","2020-07-25","85",29.24,"20","0","94",75,"T","The Great British Baking Show: "," 5: Caramel Week","Competition"
"561","2020-07-25","85",29.24,"20","0","94",75,"T","In the Dark: "," 1: Rollin' with the Homies","Crime"
"562","2020-07-25","85",29.24,"20","0","94",75,"T","In the Dark: "," 1: I Woke Up Like This","Crime"
"563","2020-07-26","81",29.28,"16","0","88",74,"0.77","Love on the Spectrum: "," 1: Episode 1","Reality"
"564","2020-07-26","81",29.28,"16","0","88",74,"0.77","The Great British Baking Show: "," 5: Italian Week","Competition"
"565","2020-07-27","86",29.4,"21","0","96",75,"0.29","In the Dark: In The Dark: "," 2: Son of a Gun","Crime"
"566","2020-07-27","86",29.4,"21","0","96",75,"0.29","In the Dark: In The Dark: "," 2: Cross My Heart and Hope to Lie","Crime"
"567","2020-07-27","86",29.4,"21","0","96",75,"0.29","In the Dark: In The Dark: "," 2: It's All About the Benjamin","Crime"
"568","2020-07-27","86",29.4,"21","0","96",75,"0.29","The Great British Baking Show: "," 5: The Final of GBBS 2017","Competition"
"569","2020-07-27","86",29.4,"21","0","96",75,"0.29","The Great British Baking Show: "," 5: Patisserie Week","Competition"
"570","2020-07-27","86",29.4,"21","0","96",75,"0.29","The Great British Baking Show: "," 5: Forgotten Bakes Week","Competition"
"571","2020-07-27","86",29.4,"21","0","96",75,"0.29","In the Dark: "," 1: It's Always Been You","Crime"
"572","2020-07-28","86",29.39,"21","0","96",75,"0.15","Next in Fashion: "," 1: Red Carpet","Competition"
"573","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Bachelor Party","Comedy"
"574","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Secrets","Comedy"
"575","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Elevator","Comedy"
"576","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Invitation","Comedy"
"577","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Sex","Comedy"
"578","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Spelling Bee","Comedy"
"579","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Earthquake","Comedy"
"580","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Fall","Comedy"
"581","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Funeral","Comedy"
"582","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Dinner","Comedy"
"583","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The Credit Cards","Comedy"
"584","2020-07-29","84",29.41,"19","0","94",74,"T","Grace and Frankie: "," 1: The End","Comedy"
"585","2020-07-29","84",29.41,"19","0","94",74,"T","The Great British Baking Show: "," 4: Cake","Competition"
"586","2020-07-29","84",29.41,"19","0","94",74,"T","Next in Fashion: "," 1: Streetwear","Competition"
"587","2020-07-29","84",29.41,"19","0","94",74,"T","Next in Fashion: "," 1: The Suit","Competition"
"588","2020-07-29","84",29.41,"19","0","94",74,"T","Next in Fashion: "," 1: Prints & Patterns","Competition"
