year,length,budget,rating,mpaa,type,y,genre,length_c,logit
2001,86,1.40E+07,4.9,PG-13,Bad,0,"Comedy, Romance",-21.67723881,0.002170749
2003,87,3.00E+06,6.1,R,Good,1,Drama,-20.67723881,-0.110993697
2002,96,7.00E+06,6.2,R,Good,1,"Drama, Romance",-11.67723881,-0.058117679
2001,110,4.00E+07,6.2,PG-13,Good,1,"Comedy, Romance",2.322761194,0.066411639
2001,101,3.10E+07,6.7,PG-13,Good,1,Drama,-6.677238806,0.044174408
1995,188,6.00E+07,7.9,R,Good,1,"Action, Drama",80.32276119,0.373784534
2002,96,1.10E+07,7.3,R,Good,1,Drama,-11.67723881,-0.048234465
1994,108,5.00E+06,7.7,R,Good,1,"Drama, Romance",0.322761194,0.280883148
2000,88,1.50E+07,5.1,R,Bad,0,"Action, Animation",-19.67723881,0.047634357
2001,93,6.00E+06,7.7,R,Good,1,"Comedy, Drama, Romance",-14.67723881,-0.017595679
1999,89,8.00E+06,4.6,PG-13,Bad,0,Comedy,-18.67723881,0.073331537
2005,97,1.00E+06,2.3,R,Bad,0,"Action, Comedy",-10.67723881,-0.201920913
2004,132,6.60E+07,6.7,PG-13,Good,1,Action,24.32276119,0.001674117
1989,137,9.00E+06,7.9,PG-13,Good,1,"Action, Drama",29.32276119,0.505730383
2000,93,1.50E+07,4.8,PG-13,Bad,0,"Drama, Romance",-14.67723881,0.047634357
2002,76,1.00E+07,4.8,PG,Bad,0,"Animation, Comedy",-31.67723881,-0.050705269
2004,136,7.80E+07,6.6,PG-13,Good,1,"Action, Drama",28.32276119,0.031323758
2001,98,5.00E+06,4.2,R,Bad,0,Action,-9.677238806,-0.020066482
1995,89,1.10E+07,4.4,R,Bad,0,"Action, Drama",-18.67723881,0.252715164
2005,101,3.00E+07,5.2,R,Bad,0,Drama,-6.677238806,-0.130267612
1998,98,1.20E+07,6.1,R,Good,1,Drama,-9.677238806,0.126207555
2002,115,4.20E+07,6.1,PG-13,Good,1,Drama,7.322761194,0.028360442
2000,113,2.00E+07,7.6,R,Good,1,"Comedy, Drama, Romance",5.322761194,0.059988374
1991,93,3.00E+05,6.2,PG,Good,1,Comedy,-14.67723881,0.398248784
1986,116,1.60E+07,7.1,R,Good,1,Action,8.322761194,0.65200442
1991,92,3.00E+07,3.4,R,Bad,0,Action,-15.67723881,0.471631647
1994,102,2.60E+07,3.7,PG-13,Bad,0,Action,-5.677238806,0.33277002
2000,101,1.50E+07,4.4,R,Bad,0,Action,-6.677238806,0.047634357
2004,91,1.00E+05,3.1,R,Bad,0,"Comedy, Drama",-16.67723881,-0.161151832
2001,98,12000,5.7,PG-13,Bad,0,"Comedy, Drama, Romance",-9.677238806,-0.03239085
1999,108,1200000,6.7,R,Good,1,Comedy,0.322761194,0.056530073
2005,110,5.00E+07,6.9,PG,Good,1,Comedy,2.322761194,-0.080851543
2003,117,3.00E+07,7.2,PG,Good,1,"Comedy, Drama",9.322761194,-0.044282004
2002,112,1.60E+07,6.3,PG-13,Good,1,"Comedy, Drama",4.322761194,-0.035880448
2003,116,7.50E+07,5.2,PG-13,Bad,0,"Action, Comedy",8.322761194,0.066904152
2003,89,7.00E+06,5.7,R,Bad,0,Comedy,-18.67723881,-0.101110484
2001,90,1.20E+07,5.3,R,Bad,0,Comedy,-17.67723881,-0.002770858
1998,114,6.00E+07,4.9,PG,Bad,0,"Comedy, Drama",6.322761194,0.244806121
1998,91,1.50E+07,4.9,PG-13,Bad,0,"Comedy, Drama, Romance",-16.67723881,0.133619965
2004,96,6500000,6.5,R,Good,1,"Drama, Romance",-11.67723881,-0.145338689
2004,76,1.10E+08,5.4,PG,Bad,0,"Animation, Comedy",-31.67723881,0.110389469
2002,108,2.00E+06,4.6,PG,Bad,0,Drama,0.322761194,-0.070471697
2003,94,1.70E+07,3.9,PG-13,Bad,0,"Drama, Romance",-13.67723881,-0.076402449
1996,91,7500000,6.5,R,Good,1,"Action, Comedy",-16.67723881,0.201074548
1998,114,3.00E+07,5.3,PG-13,Bad,0,"Comedy, Drama, Romance",6.322761194,0.170682017
1998,170,6.00E+07,6.4,PG-13,Good,1,"Drama, Romance",62.32276119,0.244806121
2002,114,2.50E+07,7.6,PG-13,Good,1,Drama,6.322761194,-0.013643217
2000,140,1.00E+07,6.9,PG,Good,1,"Drama, Romance",32.32276119,0.03528034
2003,126,1.60E+07,7.8,R,Good,1,Drama,18.32276119,-0.078873252
1997,85,1500000,6.5,R,Good,1,"Comedy, Drama",-22.67723881,0.143256923
2003,90,7.00E+06,2.3,R,Bad,0,Action,-17.67723881,-0.101110484
2002,103,1.20E+07,5.5,R,Bad,0,Drama,-4.677238806,-0.045763662
2001,99,6.00E+06,6.7,R,Good,1,Drama,-8.677238806,-0.017595679
2001,95,1.20E+07,4.9,R,Bad,0,Comedy,-12.67723881,-0.002770858
1998,124,2.00E+07,5,R,Bad,0,"Drama, Romance",16.32276119,0.145973983
2000,104,1.23E+08,5.7,PG,Bad,0,"Comedy, Drama",-3.677238806,0.314481131
2003,102,1.60E+07,5.5,PG-13,Bad,0,"Comedy, Drama, Romance",-5.677238806,-0.078873252
2000,107,7300000,7,R,Good,1,"Comedy, Drama",-0.677238806,0.02860917
2003,116,5.00E+07,6.1,PG-13,Good,1,"Comedy, Romance",8.322761194,0.005134065
2003,138,1.20E+08,6.1,PG-13,Good,1,"Action, Drama",30.32276119,0.178090308
1997,91,5.00E+05,6.6,R,Good,1,Drama,-16.67723881,0.140786119
1999,145,3.80E+07,7.3,R,Good,1,Drama,37.32276119,0.147455641
1970,131,1.00E+06,7,PG-13,Good,1,Drama,23.32276119,1.302827235
2001,132,2.20E+07,7.2,PG-13,Good,1,Drama,24.32276119,0.021937177
2003,111,8.00E+06,7,R,Good,1,"Drama, Romance",3.322761194,-0.09863968
2000,114,3.40E+07,5.2,PG-13,Bad,0,Drama,6.322761194,0.094579623
1998,93,3500000,3.2,R,Bad,0,Comedy,-14.67723881,0.105205726
2004,106,2.20E+07,7,R,Good,1,Comedy,-1.677238806,-0.107041236
1997,74,250000,6.2,R,Good,1,"Animation, Comedy, Drama",-33.67723881,0.140168418
2002,97,7.00E+07,5.3,PG-13,Bad,0,"Action, Comedy",-10.67723881,0.097542939
2002,90,1.50E+07,6.2,R,Good,1,"Comedy, Romance",-17.67723881,-0.038351252
2004,115,1.05E+08,7,PG-13,Good,1,Action,7.322761194,0.098035452
2002,81,6.00E+07,7.3,PG,Good,1,"Animation, Comedy",-26.67723881,0.072834904
1995,84,2.00E+06,4.2,R,Bad,0,Comedy,-23.67723881,0.230477933
1997,112,1.80E+07,7.5,R,Good,1,Drama,4.322761194,0.18402518
1999,97,1.40E+07,7,PG-13,Good,1,"Comedy, Romance",-10.67723881,0.088156358
2003,90,3.00E+07,7.3,R,Good,1,Drama,-17.67723881,-0.044282004
1999,92,2.00E+07,5.4,R,Bad,0,Comedy,-15.67723881,0.102981178
2002,99,9.00E+06,7.1,R,Good,1,"Comedy, Drama",-8.677238806,-0.053176072
2004,112,1.00E+07,7,R,Good,1,"Comedy, Drama",4.322761194,-0.136690877
2002,97,1.50E+07,6.8,PG,Good,1,"Comedy, Drama, Romance",-10.67723881,-0.038351252
2002,102,4.00E+07,5.8,R,Bad,0,"Action, Drama",-5.677238806,0.023418835
1997,92,3.50E+07,6.2,PG-13,Good,1,Comedy,-15.67723881,0.226028839
2000,104,1.50E+07,4,PG-13,Bad,0,Drama,-3.677238806,0.047634357
2002,88,1900000,7.8,R,Good,1,Drama,-19.67723881,-0.070718777
2001,130,1700000,7.4,R,Good,1,Drama,22.32276119,-0.028220133
1997,97,25000,7.3,R,Good,1,Comedy,-10.67723881,0.139612488
2001,105,1.00E+07,4.8,R,Bad,0,Drama,-2.677238806,-0.007712465
2004,94,1400000,6.4,PG-13,Good,1,Comedy,-13.67723881,-0.157939787
2004,121,9.20E+07,8.3,PG,Good,1,"Action, Animation, Comedy",13.32276119,0.065915007
1995,94,250000,6.5,R,Good,1,"Comedy, Drama, Romance",-13.67723881,0.226154027
1996,153,7.50E+07,6.1,PG-13,Good,1,Action,45.32276119,0.367853782
1999,157,6.80E+07,8,R,Good,1,Drama,49.32276119,0.221579745
2002,118,4.60E+07,7.3,R,Good,1,Drama,10.32276119,0.038243656
1999,78,7.50E+07,4,PG,Bad,0,"Action, Comedy",-29.67723881,0.238875369
1999,126,5.50E+07,6.1,R,Good,1,Drama,18.32276119,0.1894593
2002,110,3800000,6.8,R,Good,1,Drama,2.322761194,-0.06602425
2003,102,5.00E+06,6.4,R,Good,1,"Comedy, Drama",-5.677238806,-0.10605209
2005,128,8.00E+07,6.6,PG-13,Good,1,Drama,20.32276119,-0.006727439
2002,116,7.00E+06,7.7,R,Good,1,"Comedy, Drama",8.322761194,-0.058117679
2002,88,750000,6.7,R,Good,1,Drama,-19.67723881,-0.073560201
2005,97,1.60E+07,4,R,Bad,0,Action,-10.67723881,-0.164858861
2003,100,6.00E+07,6.6,PG-13,Good,1,"Comedy, Romance",-7.677238806,0.0298421
1962,84,80000,8,PG-13,Good,1,Drama,-23.67723881,1.64449653
2003,112,5.00E+06,7.9,R,Good,1,"Comedy, Drama",4.322761194,-0.10605209
1999,86,4.80E+07,7.9,PG,Good,1,Animation,-21.67723881,0.172163675
2000,95,3.60E+07,4.8,R,Bad,0,"Comedy, Drama, Romance",-12.67723881,0.09952123
2003,111,6.00E+07,6.9,PG-13,Good,1,Action,3.322761194,0.0298421
1991,206,4.00E+07,7.8,R,Good,1,Drama,98.32276119,0.496339681
1996,113,4.50E+07,5.2,PG-13,Bad,0,"Comedy, Drama",5.322761194,0.293729678
1998,101,5.00E+07,4.5,PG,Bad,0,"Comedy, Drama",-6.677238806,0.220098086
2002,87,5.00E+06,6.1,R,Good,1,"Comedy, Documentary",-20.67723881,-0.063059286
1997,154,1.20E+07,7.5,R,Good,1,Drama,46.32276119,0.169200359
2001,97,4.00E+05,5.2,R,Bad,0,"Comedy, Drama",-10.67723881,-0.031432178
1995,107,5.00E+07,4.8,R,Bad,0,"Action, Drama",-0.677238806,0.349076499
2003,77,50000,7,R,Good,1,Comedy,-30.67723881,-0.118282568
1999,120,1.50E+07,5.9,PG-13,Bad,0,"Comedy, Drama",12.32276119,0.090627161
1996,79,3.80E+07,6.6,PG,Good,1,Animation,-28.67723881,0.276434053
2003,105,5740000,7,R,Good,1,Drama,-2.677238806,-0.104223696
2001,104,2.20E+07,6.9,R,Good,1,Comedy,-3.677238806,0.021937177
2001,90,1.00E+07,5.4,R,Bad,0,Drama,-17.67723881,-0.007712465
1995,139,1.40E+07,5.6,PG-13,Bad,0,Drama,31.32276119,0.260127575
1996,139,5.00E+07,7.3,R,Good,1,"Comedy, Drama, Romance",31.32276119,0.306083695
1998,106,5.00E+06,6.7,R,Good,1,"Comedy, Drama",-1.677238806,0.108911931
2004,102,3.50E+07,6.4,PG-13,Good,1,"Comedy, Drama",-5.677238806,-0.074920791
1999,107,2500000,6.9,R,Good,1,Drama,-0.677238806,0.059742118
2001,99,1.00E+06,4.6,R,Bad,0,"Comedy, Drama",-8.677238806,-0.029949696
1992,95,9.00E+05,6.7,R,Good,1,"Action, Comedy",-12.67723881,0.356738462
1996,88,6.00E+07,4.7,PG,Bad,0,"Action, Comedy",-19.67723881,0.33079173
2001,91,1.60E+07,5.1,PG-13,Bad,0,"Comedy, Romance",-16.67723881,0.007112356
2001,98,3.80E+07,5.5,PG,Bad,0,"Comedy, Drama, Romance",-9.677238806,0.061470032
1996,80,1.30E+07,5,PG-13,Bad,0,Comedy,-27.67723881,0.214663967
2002,116,3.60E+07,6.4,PG-13,Good,1,Drama,8.322761194,0.013535621
2003,87,3.50E+07,5.6,PG,Bad,0,"Action, Comedy",-20.67723881,-0.031927987
2004,97,1.20E+07,3.6,PG-13,Bad,0,Comedy,-10.67723881,-0.13174927
2001,98,2.20E+07,5.2,PG-13,Bad,0,Comedy,-9.677238806,0.021937177
1995,96,9.00E+07,4.6,R,Bad,0,Action,-11.67723881,0.447908638
2001,105,1.10E+07,4.6,PG-13,Bad,0,Drama,-2.677238806,-0.005241661
1994,99,2.00E+06,7.5,R,Good,1,"Action, Comedy",-8.677238806,0.273470737
2002,118,5.00E+06,7.3,R,Good,1,"Drama, Romance",10.32276119,-0.063059286
1995,104,6.50E+07,6,PG,Bad,0,"Action, Comedy",-3.677238806,0.386138551
2001,92,9.30E+07,5.6,PG-13,Bad,0,Action,-15.67723881,0.197364223
1996,118,4.40E+07,5.3,R,Bad,0,Drama,10.32276119,0.291258874
1999,97,3.00E+06,6.2,R,Good,1,Comedy,-10.67723881,0.06097752
1999,115,1.20E+07,5.5,R,Bad,0,"Comedy, Romance",7.322761194,0.083214751
2002,91,15600000,3.9,PG-13,Bad,0,Comedy,-16.67723881,-0.03686877
2002,140,1.00E+08,6.6,PG-13,Good,1,Drama,32.32276119,0.171667043
2001,120,4.80E+07,7.2,PG-13,Good,1,Drama,12.32276119,0.086178067
1996,114,3.00E+06,5.5,R,Bad,0,"Drama, Romance",6.322761194,0.189955932
2003,89,6.00E+07,3.9,PG,Bad,0,Comedy,-18.67723881,0.0298421
1996,116,1.90E+07,5.8,R,Bad,0,Drama,8.322761194,0.229488788
1997,122,4500000,7.7,R,Good,1,Drama,14.32276119,0.150669333
2001,123,4.80E+07,6.3,PG-13,Good,1,"Comedy, Romance",15.32276119,0.086178067
2004,100,850000,6.3,R,Good,1,Drama,-7.677238806,-0.159298729
2000,128,3.00E+07,6.8,PG-13,Good,1,"Comedy, Drama, Romance",20.32276119,0.084696409
1997,87,4.00E+06,4.2,R,Bad,0,"Comedy, Drama",-20.67723881,0.149433931
2000,104,6.50E+07,6.1,PG,Good,1,"Comedy, Drama",-3.677238806,0.17117453
2003,111,5.50E+07,8.3,R,Good,1,"Action, Drama",3.322761194,0.017488083
2004,136,3.00E+07,8.3,R,Good,1,"Action, Drama",28.32276119,-0.087274808
1997,86,1.00E+05,2.8,R,Bad,0,Action,-21.67723881,0.139797798
2002,104,2.50E+07,5.4,R,Bad,0,Drama,-3.677238806,-0.013643217
1999,106,2.00E+06,5.3,R,Bad,0,"Comedy, Romance",-1.677238806,0.058506716
2004,140,9.00E+07,6,R,Bad,0,"Action, Drama",32.32276119,0.0609734
2005,145,1.30E+08,7,R,Good,1,"Action, Drama",37.32276119,0.116812734
1996,117,2.50E+07,6.6,PG-13,Good,1,Comedy,9.322761194,0.244313608
2004,118,1.10E+07,7.6,R,Good,1,Drama,10.32276119,-0.134220074
2001,98,2.50E+07,6.2,R,Good,1,"Action, Drama",-9.677238806,0.029349587
1997,111,2.70E+07,6.4,R,Good,1,Drama,3.322761194,0.206262411
1999,107,6.00E+06,5.6,R,Bad,0,Romance,-0.677238806,0.06838993
2004,25,6000,5.8,PG-13,Bad,0,Short,-82.67723881,-0.161384087
2001,97,1.00E+06,7,R,Good,1,"Comedy, Romance",-10.67723881,-0.029949696
2001,132,4.10E+07,6.5,PG-13,Good,1,"Action, Comedy",24.32276119,0.068882443
1998,91,3.50E+07,3.8,R,Bad,0,Action,-16.67723881,0.183036035
1997,128,2.80E+07,7.1,PG-13,Good,1,Drama,20.32276119,0.208733215
2002,82,1.00E+07,5.1,PG-13,Bad,0,"Action, Comedy",-25.67723881,-0.050705269
2004,104,3.50E+07,6.4,R,Good,1,Comedy,-3.677238806,-0.074920791
1999,82,2.70E+07,5.2,R,Bad,0,"Action, Comedy",-25.67723881,0.120276803
2002,107,215000,7.1,R,Good,1,Drama,-0.677238806,-0.074882081
2003,117,9.00E+07,5.2,PG-13,Bad,0,Action,9.322761194,0.103966204
2001,100,8.00E+07,5.2,PG-13,Bad,0,Action,-7.677238806,0.165243778
1992,131,4500000,7.9,R,Good,1,"Action, Drama",23.32276119,0.365633354
2001,131,6.00E+07,6.4,R,Good,1,"Action, Drama",23.32276119,0.115827708
1996,101,6.70E+07,5.7,R,Bad,0,"Action, Drama",-6.677238806,0.348087354
2001,109,1.20E+07,7.1,R,Good,1,Drama,1.322761194,-0.002770858
2000,95,8200000,2.9,PG-13,Bad,0,"Action, Drama",-12.67723881,0.030832893
1971,118,1300000,8,R,Good,1,Drama,10.32276119,1.260575672
1997,86,5.00E+06,5,PG-13,Bad,0,Action,-21.67723881,0.151904735
2003,154,1.00E+08,7.9,R,Good,1,"Action, Drama",46.32276119,0.128674238
1997,92,4.00E+06,5.3,R,Bad,0,Drama,-15.67723881,0.149433931
2003,107,850000,7.3,R,Good,1,"Comedy, Drama, Romance",-0.677238806,-0.116305925
1997,101,8.00E+06,7.5,R,Good,1,Drama,-6.677238806,0.159317145
2004,90,2.80E+07,5.7,PG-13,Bad,0,"Comedy, Romance",-17.67723881,-0.092216415
2003,110,7.80E+07,5.4,PG-13,Bad,0,Action,2.322761194,0.074316562
2001,113,1.00E+06,5.2,R,Bad,0,Drama,5.322761194,-0.029949696
1995,111,4.00E+06,7.5,R,Good,1,"Drama, Romance",3.322761194,0.23541954
2001,96,1.80E+07,6.4,PG-13,Good,1,Comedy,-11.67723881,0.012053963
2003,95,4.50E+07,4.4,PG-13,Bad,0,Comedy,-12.67723881,-0.007219952
2000,126,6.00E+07,6.4,PG-13,Good,1,"Comedy, Drama, Romance",18.32276119,0.158820513
1998,120,9.00E+06,7.6,R,Good,1,Drama,12.32276119,0.118795145
2001,92,2700000,3.4,R,Bad,0,Comedy,-15.67723881,-0.02574933
1998,98,3.50E+07,4.5,R,Bad,0,Action,-9.677238806,0.183036035
2004,108,1.25E+08,6.7,PG,Good,1,Comedy,0.322761194,0.147451521
1996,98,4.00E+06,4,R,Bad,0,Comedy,-9.677238806,0.192426736
1998,127,1.40E+08,6.3,R,Good,1,"Action, Comedy",19.32276119,0.442470398
2003,100,7500000,6.4,R,Good,1,Drama,-7.677238806,-0.099875082
1997,86,4.50E+07,6.5,PG-13,Good,1,Comedy,-21.67723881,0.250736873
2002,92,1.10E+07,5.6,R,Bad,0,Drama,-15.67723881,-0.048234465
1999,108,7.50E+07,5.8,R,Bad,0,"Comedy, Drama",0.322761194,0.238875369
2004,118,2.50E+07,7.3,R,Good,1,"Comedy, Drama",10.32276119,-0.099628825
1997,103,1.20E+07,6.4,R,Good,1,"Comedy, Drama, Romance",-4.677238806,0.169200359
2001,127,1.80E+07,7.5,R,Good,1,"Comedy, Drama",19.32276119,0.012053963
2003,130,5.00E+07,7.1,R,Good,1,Drama,22.32276119,0.005134065
1999,99,1.30E+07,5.7,R,Bad,0,Drama,-8.677238806,0.085685554
2002,99,3.00E+07,4.9,PG,Bad,0,Comedy,-8.677238806,-0.0012892
2002,86,8.00E+07,7.3,PG,Good,1,"Animation, Comedy, Drama",-21.67723881,0.122250973
1999,126,8300000,7.1,R,Good,1,Drama,18.32276119,0.074072778
1999,89,9.00E+06,7.2,R,Good,1,Drama,-18.67723881,0.07580234
2004,111,3.50E+07,4.7,PG-13,Bad,0,"Comedy, Drama, Romance",3.322761194,-0.074920791
2000,90,8.00E+07,4.9,PG-13,Bad,0,"Comedy, Romance",-17.67723881,0.208236582
2001,97,2500000,6.9,PG,Good,1,Drama,-10.67723881,-0.026243491
2000,91,2.20E+07,5.6,PG,Bad,0,Comedy,-16.67723881,0.064929981
1998,103,1.20E+07,6.5,R,Good,1,"Comedy, Drama, Romance",-4.677238806,0.126207555
2003,94,1.70E+07,5,PG,Bad,0,Comedy,-13.67723881,-0.076402449
1997,137,5.80E+07,6.8,R,Good,1,"Drama, Romance",29.32276119,0.282857318
1996,135,5.00E+06,7.7,R,Good,1,Drama,27.32276119,0.194897539
1996,120,6.50E+07,6.5,R,Good,1,"Action, Drama",12.32276119,0.343145747
2003,91,8.00E+07,6.1,PG,Good,1,"Action, Animation, Comedy",-16.67723881,0.079258169
2001,208,9.30E+07,8.8,PG-13,Good,1,Action,100.3227612,0.197364223
2003,251,9.40E+07,9,PG-13,Good,1,Action,143.3227612,0.113849418
2002,223,9.40E+07,8.8,PG-13,Good,1,Action,115.3227612,0.156842222
2000,92,2.00E+07,5.1,PG-13,Bad,0,"Comedy, Romance",-15.67723881,0.059988374
1995,111,1.70E+07,6.1,R,Good,1,Drama,3.322761194,0.267539985
1999,106,4.00E+06,5.3,R,Bad,0,Drama,-1.677238806,0.063448323
1997,135,1.50E+07,7.3,R,Good,1,Drama,27.32276119,0.17661277
1997,129,7.30E+07,5.5,PG-13,Bad,0,Action,21.32276119,0.31991937
1998,130,8.00E+07,4.7,PG-13,Bad,0,Action,22.32276119,0.29422219
2003,102,4.00E+06,8,R,Good,1,"Comedy, Drama",-5.677238806,-0.108522894
2005,107,3.00E+07,4.6,PG-13,Bad,0,"Comedy, Drama, Romance",-0.677238806,-0.130267612
2000,124,1.50E+07,6.7,PG-13,Good,1,"Drama, Romance",16.32276119,0.047634357
1999,88,1.50E+07,5.2,PG-13,Bad,0,"Comedy, Drama",-19.67723881,0.090627161
2002,90,1.00E+06,6.6,R,Good,1,Drama,-17.67723881,-0.0729425
2003,88,1.00E+06,6.3,R,Good,1,Comedy,-19.67723881,-0.115935304
1999,94,4.00E+06,5.3,R,Bad,0,Comedy,-13.67723881,0.063448323
1970,99,2200000,6.2,PG,Good,1,"Drama, Romance",-8.677238806,1.3057922
1996,78,250000,6.5,R,Good,1,"Comedy, Romance",-29.67723881,0.183161223
2000,93,1.30E+07,5.9,PG,Bad,0,"Comedy, Romance",-14.67723881,0.04269275
2001,91,250000,6.9,R,Good,1,"Comedy, Drama",-16.67723881,-0.031802798
1997,87,1.00E+06,5.3,R,Bad,0,"Comedy, Drama",-20.67723881,0.142021521
2004,95,1200000,5.7,R,Bad,0,"Comedy, Romance",-12.67723881,-0.158433948
2001,108,6.00E+06,6.3,PG-13,Good,1,Comedy,0.322761194,-0.017595679
2000,105,6.50E+07,5,R,Bad,0,Comedy,-2.677238806,0.17117453
2000,100,1.00E+06,2.7,R,Bad,0,"Comedy, Romance",-7.677238806,0.013043108
2002,113,4.00E+06,7.8,R,Good,1,Drama,5.322761194,-0.06553009
1970,112,3500000,7.8,R,Good,1,"Comedy, Drama",4.322761194,1.309004244
1997,115,5.00E+07,6,PG-13,Bad,0,Drama,7.322761194,0.263090891
2001,94,5.00E+06,6.5,R,Good,1,"Comedy, Drama",-13.67723881,-0.020066482
1991,114,4500000,5.5,R,Bad,0,Documentary,6.322761194,0.408626159
1999,188,3.70E+07,8,R,Good,1,Drama,80.32276119,0.144984837
2002,105,5.50E+07,4.6,PG-13,Bad,0,"Comedy, Romance",-2.677238806,0.060480887
2001,156,7.20E+07,6.7,PG,Good,1,"Drama, Romance",48.32276119,0.14547735
2003,86,1.60E+07,4.9,PG-13,Bad,0,Comedy,-21.67723881,-0.078873252
1995,94,6100000,7.1,R,Good,1,"Comedy, Drama",-13.67723881,0.240608227
2003,110,3.60E+07,5.4,R,Bad,0,"Action, Drama",2.322761194,-0.029457183
2001,118,2.00E+07,7.7,R,Good,1,"Comedy, Drama",10.32276119,0.01699557
2001,106,6500000,6.8,R,Good,1,Drama,-1.677238806,-0.016360277
1998,132,3.50E+07,6,PG-13,Bad,0,"Action, Drama",24.32276119,0.183036035
2005,97,4.00E+07,5.2,PG-13,Bad,0,"Action, Comedy",-10.67723881,-0.105559578
2004,146,7.00E+07,7.4,R,Good,1,"Action, Drama",38.32276119,0.01155733
1999,118,5.20E+07,7.3,R,Good,1,"Comedy, Drama",10.32276119,0.182046889
2005,96,3.00E+07,3.8,R,Bad,0,Action,-11.67723881,-0.130267612
1996,88,5.00E+05,6.9,R,Good,1,Drama,-19.67723881,0.183778924
2004,102,5.00E+06,7.7,R,Good,1,Drama,-5.677238806,-0.149044895
2003,80,2.00E+07,2.8,R,Bad,0,Comedy,-27.67723881,-0.068990039
2004,92,825000,7.6,PG,Good,1,Documentary,-15.67723881,-0.159360499
1996,106,7.00E+07,6.1,PG-13,Good,1,"Action, Comedy",-1.677238806,0.355499764
2002,113,3.00E+06,4.6,R,Bad,0,"Comedy, Documentary",5.322761194,-0.068000893
1996,98,2.30E+07,6.5,PG-13,Good,1,"Comedy, Drama",-9.677238806,0.239372001
1996,108,4.70E+07,5.5,R,Bad,0,Drama,0.322761194,0.298671285
1998,136,6.50E+07,6.8,PG-13,Good,1,"Action, Comedy, Romance",28.32276119,0.257160138
2003,138,1.50E+08,7.5,PG-13,Good,1,"Action, Drama",30.32276119,0.252214412
2002,80,1.60E+07,2.9,PG,Bad,0,Comedy,-27.67723881,-0.035880448
1996,102,3.60E+07,6.5,PG,Good,1,"Comedy, Drama",-5.677238806,0.271492446
2003,138,1.27E+08,7.1,R,Good,1,Action,30.32276119,0.195385932
2003,125,1.10E+08,6.3,R,Good,1,Action,17.32276119,0.153382273
1999,136,6.30E+07,8.5,R,Good,1,Action,28.32276119,0.209225727
2001,86,1.20E+07,5.3,PG,Bad,0,Comedy,-21.67723881,-0.002770858
2002,93,1700000,6.8,R,Good,1,Drama,-14.67723881,-0.071212938
1968,140,5.00E+06,5.6,PG-13,Bad,0,"Drama, Romance",32.32276119,1.398696058
1997,108,4.20E+07,3.7,PG,Bad,0,Comedy,0.322761194,0.243324463
2000,116,5.10E+07,6,R,Bad,0,Comedy,8.322761194,0.136583281
2004,89,5.00E+05,7.3,R,Good,1,Drama,-18.67723881,-0.16016351
2004,97,1.70E+07,7,PG-13,Good,1,"Comedy, Drama",-10.67723881,-0.119395253
2003,88,4.10E+07,4.5,PG-13,Bad,0,"Action, Comedy",-19.67723881,-0.017103166
1998,178,9.00E+07,6.6,PG-13,Good,1,"Drama, Romance",70.32276119,0.318930225
1998,93,2.40E+07,3.4,PG,Bad,0,Comedy,-14.67723881,0.155857196
2004,115,8.00E+07,6.5,PG-13,Good,1,Comedy,7.322761194,0.036265365
2000,108,5.50E+07,7,PG-13,Good,1,Comedy,0.322761194,0.146466495
2000,113,5.00E+06,8.7,R,Good,1,Drama,5.322761194,0.022926322
1997,98,9.00E+07,6.8,PG-13,Good,1,"Action, Comedy",-9.677238806,0.361923029
2002,88,1.40E+08,5.6,PG-13,Bad,0,"Action, Comedy",-19.67723881,0.270499181
2000,129,3.20E+07,6.6,R,Good,1,Drama,21.32276119,0.089638016
1994,99,1.20E+07,4.6,R,Bad,0,"Action, Drama",-8.677238806,0.298178772
2002,102,7500000,5.9,R,Bad,0,"Comedy, Drama, Romance",-5.677238806,-0.056882278
1993,97,3500000,7.3,R,Good,1,"Action, Drama",-10.67723881,0.320169747
2004,138,3.00E+07,7.3,R,Good,1,"Comedy, Drama",30.32276119,-0.087274808
1998,108,6.00E+07,5.6,R,Bad,0,"Action, Drama",0.322761194,0.244806121
2000,106,6.00E+05,4.6,PG-13,Bad,0,"Action, Drama",-1.677238806,0.012054787
1999,126,3.00E+07,5.4,PG-13,Bad,0,"Drama, Romance",18.32276119,0.127689213
2001,107,14500000,7.3,PG-13,Good,1,"Action, Animation, Drama, Romance",-0.677238806,0.003406151
1997,117,5.50E+07,5.2,R,Bad,0,"Action, Comedy, Drama",9.322761194,0.275444908
2001,123,3.80E+07,6,R,Bad,0,"Comedy, Romance",15.32276119,0.061470032
2004,125,2.00E+05,4.2,R,Bad,0,Documentary,17.32276119,-0.160904751
2004,90,6.00E+06,5.4,PG,Bad,0,Drama,-17.67723881,-0.146574091
1999,102,4.00E+07,5.8,PG-13,Bad,0,"Comedy, Romance",-5.677238806,0.152397248
1997,155,3.00E+07,6.4,R,Good,1,Drama,47.32276119,0.213674821
1995,95,1.50E+07,7,R,Good,1,Comedy,-12.67723881,0.262598378
2004,132,3.00E+07,8.3,PG-13,Good,1,Drama,24.32276119,-0.087274808
2000,122,8.00E+06,5.5,R,Bad,0,Drama,14.32276119,0.030338733
2004,102,2.70E+07,6.3,R,Good,1,Action,-5.677238806,-0.094687219
